"trackID","artistName","trackName","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"6kTtpt4ccWlFtgs8e3uQXZ","Rush","Red Barchetta - Live In Canada / 1980",0.346,0.904,2,-8.753,1,0.0707,0.00309,0.000425,0.816,0.263,142.226,406507,4
"3zxY9E2Lq38ADIhwDXOWe2","Black Sabbath","Supernaut",0.632,0.981,11,-6.762,0,0.0384,0.000157,0.509,0.134,0.173,119.946,398467,4
"74POLsjBpqeLGoLNRb3RGF","Black Sabbath","Never Say Die",0.351,0.705,9,-7.976,0,0.0316,0.00394,0.000122,0.0977,0.449,98.546,230053,4
"3yCG23QJn2BFows93kCwwb","Rush","Medley: Finding My Way / In The Mood - Live - Grace Under Pressure Tour",0.145,0.988,2,-4.043,1,0.0992,0.000407,0.293,0.946,0.179,146.147,214733,4
"05RqKOlJA6jcXy2oBf6Pt0","Rush","Far Cry - Snakes & Arrows Live Version",0.304,0.974,9,-3.349,1,0.0594,0.000524,0.00192,0.991,0.416,125.973,320080,4
"273lBFpxUCwisTpdnF9cVb","Blue Öyster Cult","ME 262",0.319,0.925,2,-5.499,1,0.0599,0.0714,7.15e-05,0.332,0.658,157.63,285693,4
"7yyMf1tNKe9y46dNBN2QXb","Queen","Guitar Solo - Live At The Montreal Forum / November 1981",0.369,0.705,0,-10.615,1,0.0762,0.686,0.915,0.812,0.205,73.849,311187,4
"6IcJTwJ1YuwFefF6FqOjDG","Queen","Tutti Frutti - Live At Wembley Stadium / July 1986",0.238,0.993,4,-2.968,1,0.106,0.612,0.0184,0.72,0.149,95.081,204240,4
"6VGX9kEqcMZfAzfETmSn9h","Yes","The Fish (Schindleria Praemeturus) - 2003 Remaster",0.535,0.866,11,-8.663,0,0.0533,0.207,0.699,0.662,0.887,152.412,158933,1
"25bhZC815VKJyXBF15UVje","Blue Öyster Cult","O.D.'d On Life Itself",0.573,0.752,9,-8.32,1,0.0294,0.0887,0.0213,0.263,0.697,134.118,286787,4
"60TYdVs6TWIsAJ1MPRdv59","Blue Öyster Cult","Then Came the Last Days of May",0.367,0.609,9,-11.221,0,0.0457,0.301,0.0243,0.196,0.443,149.386,210547,4
"5KBdHzTROSlD3dACh91sZx","Blue Öyster Cult","E.T.I.",0.423,0.877,9,-5.876,1,0.0483,0.242,0.00234,0.435,0.685,97.339,222773,4
"0rdJpnhnW4apSXGEyW8epP","Rush","Animate",0.517,0.934,2,-7.866,1,0.041,7.33e-05,0.0553,0.276,0.511,115.883,363520,4
"7gC6Rbllqf1yXNC02e5jz2","Yes","Heart of the Sunrise - 2003 Remaster",0.362,0.507,1,-11.229,1,0.0394,0.0174,0.216,0.113,0.456,146.641,634440,3
"0l2kEdf5XjlckyybbNjmYS","Yes","Roundabout",0.412,0.842,4,-6.826,0,0.0763,0.115,0.0133,0.0738,0.382,132.534,512387,4
"32DaPcfAuiQtdvRaOQn7qX","Rush","Leave That Thing Alone - 2004 Remaster",0.489,0.954,9,-7.025,0,0.0525,0.000171,0.866,0.332,0.674,119.976,245827,4
"12wlYeErSUNGg1B5d64077","Led Zeppelin","Stairway to Heaven - Remaster",0.338,0.332,9,-12.254,0,0.0352,0.609,0.00432,0.142,0.204,81.957,485013,4
"6oErvA4QzEuUEwqUwn66H6","Queen","The Miracle - Remastered 2011",0.481,0.651,1,-6.022,1,0.027,0.158,0,0.549,0.549,91.963,301360,4
"6G6q9CheMuxElgFlhlmuoK","Queen","Keep Yourself Alive - Live At The Montreal Forum / November 1981",0.407,0.952,5,-4.915,0,0.156,0.000568,0.0329,0.205,0.506,143.006,209293,4
"0QHY2cPwl7GpgC4WO5Onql","Rush","The Twilight Zone",0.56,0.604,9,-7.988,0,0.0262,0.101,5.19e-06,0.178,0.755,114.909,200067,4
"6xJ1reaLC6A1KcK7NhIKLl","Rush","Cold Fire",0.514,0.925,9,-7.686,0,0.0431,0.000177,0.0115,0.345,0.581,143.969,267067,4
"47PH4lkRc38liWPuXCkCVS","Rush","Limelight - Live in Cleveland",0.395,0.954,8,-3.402,0,0.0548,0.00264,2.08e-05,0.961,0.618,129.9,271480,4
"5Nuxdf0f5PpaeaPm4jrhiE","Queen","Breakthru - Remastered 2011",0.569,0.864,5,-5.697,1,0.0862,0.0614,0.00955,0.353,0.318,90.08,248387,4
"3qSlbAE7VfK1AVyxfoHNJZ","Yes","Leave It",0.663,0.898,5,-4.828,1,0.0425,0.528,0.000216,0.27,0.628,100.033,253800,4
"5I35lj0wrL3et6tRaq7gSy","Blue Öyster Cult","Born To Be Wild",0.153,0.927,9,-7.172,1,0.0617,0.0372,0.236,0.964,0.277,171.295,385707,4
"0cKk8BKEi7zXbdrYdyqBP5","The Who","Behind Blue Eyes",0.394,0.622,4,-8.258,0,0.0336,0.213,4.45e-05,0.0892,0.342,126.844,221427,4
"3F3hmyDVsfNAzCXCfVMIv0","Led Zeppelin","Black Dog",0.626,0.186,4,-22.816,0,0.075,0.932,0.955,0.106,0.736,76.004,250840,4
"62QInSlXQI11BR9ycVWjd6","Led Zeppelin","I Can't Quit You Baby - 1990 Remaster",0.506,0.434,2,-13.758,1,0.129,0.525,0.0011,0.234,0.498,80.523,282427,3
"0QtJZpyfZF67QF32p41NXa","Queen","Thank God It's Christmas",0.573,0.475,7,-8.11,1,0.0258,0.072,0,0.358,0.324,107.759,259227,3
"4XQauyCbA5otoZ4Jp11u8a","Rush","The Camera Eye - Live in Cleveland",0.192,0.905,5,-3.911,1,0.0503,0.00747,0.00749,0.973,0.0785,160.98,610360,4
"5L2dN3m2sliHCEojBDt7wR","Rush","Tears",0.4,0.227,9,-13.88,0,0.0283,0.838,0.0268,0.115,0.0645,80.999,214573,4
"5z7Pdf3CNlauRJkBSihT6v","Rush","Madrigal",0.496,0.242,9,-13.944,1,0.0289,0.34,8.53e-05,0.0986,0.451,94.366,153693,4
"7sG6Tp1Oyul64gFFU55iRy","Rush","Bravado",0.516,0.824,5,-5.91,0,0.0312,0.00118,0.58,0.411,0.416,110.96,271486,4
"2prO2CskUEGM1sErj1tyyi","Blue Öyster Cult","The Return of St. Cecilia",0.433,0.896,6,-3.763,1,0.0881,0.00724,0.00236,0.195,0.589,160.208,252882,4
"3zjDIbQ3lLWXekq1PBVYM9","Black Sabbath","Dear Father",0.416,0.943,3,-4.313,0,0.0751,0.00172,0.00241,0.26,0.331,140.017,440173,4
"3C71cpNNkRkmFqgttqXFZS","Rush","Time Stand Still - Live In Birmingham England/1988",0.513,0.887,4,-9.627,1,0.0505,0.0438,0.0338,0.975,0.534,138.058,313373,4
"3rsavopPmGn20ud8fqewRX","Queen","Another One Bites the Dust - Live At Wembley Stadium / July 1986",0.534,0.984,4,-5.058,0,0.297,0.126,0.00199,0.982,0.114,115.991,358933,4
"6zdMlZyo0XyRNclXyQvVAl","Blue Öyster Cult","Take Me Away",0.538,0.851,8,-7.793,1,0.0643,0.0108,1.82e-05,0.325,0.66,117.359,271680,4
"3vb4WlnT1gCHCqWnL7MsIB","Led Zeppelin","When the Levee Breaks",0.487,0.736,10,-7.29,0,0.0343,0.000132,0.0474,0.45,0.798,144.043,431970,4
"3xHIzMtYweNIgsOGIbdyXt","Black Sabbath","Evil Woman",0.606,0.562,5,-12.343,1,0.0358,0.00631,4.29e-06,0.114,0.704,137.215,202013,4
"5cHnoalJPx909Umw8EoroV","Rush","The Trees",0.445,0.721,2,-10.048,1,0.0392,0.175,0.00404,0.186,0.328,135.742,282507,5
"4J5sWlkO9gnR5o9wXwC9Ba","Rush","Chemistry",0.596,0.81,0,-9.09,1,0.0367,0.0325,0.125,0.0937,0.57,126.317,297467,4
"1aBqMBeUvsLpumtXjXfZP9","Queen","The Invisible Man - Remastered 2011",0.704,0.792,0,-6.94,1,0.0422,0.188,0.0155,0.328,0.563,119.994,237680,4
"4XL5BDScfDdj4QlkStiLzn","Blue <d6>yster Cult","That Was Me",0.587,0.988,4,-2.969,0,0.0533,0.00229,0.264,0.338,0.675,123.99,198638,4
"7fCntOTBEH6rshHhWX7hKG","Rush","Bravado - 2004 Remaster",0.604,0.793,7,-9.438,1,0.0287,0.000304,0.0125,0.0767,0.58,111.19,275120,4
"36ypZxzbhZOh68bzs1giOd","Rush","Workin' Them Angels",0.424,0.939,7,-4.866,1,0.0389,0.000558,2.09e-05,0.0511,0.545,90.023,294920,4
"2c9iksQX3X0cBLNh0KIPz4","Rush","Subdivisions - R30 Live Version",0.263,0.944,11,-2.951,0,0.0604,0.0624,0.00604,0.662,0.332,133.62,369293,3
"0DcEV14d8zZykcFQ6PI2KQ","Blue Öyster Cult","Joan Crawford",0.464,0.666,11,-10.012,0,0.0313,0.462,0.00364,0.426,0.372,128.694,294267,4
"6J6nHaxeRubBEYLMjW47OF","Rush","Peke's Repose",0.219,0.718,7,-6.159,1,0.0331,0.179,0.0892,0.993,0.321,151.789,315173,3
"4uh2XykjwusuI5FGroB7Ay","Rush","Alien Shore",0.545,0.92,2,-7.014,1,0.0465,0.000228,0.019,0.328,0.765,131.994,347520,4
"3JZDax8w9XaM2SXVim3lxd","Rush","Entre Nous",0.585,0.737,2,-7.474,1,0.0388,0.0587,1.48e-06,0.352,0.629,126.62,277133,4
"5dNb4EJQbzYONcP1HGZRIe","Queen","Let Me In Your Heart Again",0.543,0.619,7,-5.951,1,0.0294,0.0712,0.00297,0.418,0.261,94.974,401766,4
"5eY0U7Xoyszegss3OQ0DLr","Led Zeppelin","No Quarter - Live: O2 Arena, London - December 10, 2007",0.306,0.613,5,-10.525,0,0.0331,0.00271,0.581,0.777,0.183,125.933,561653,4
"63fDE0WiIXFr1temhYkQKQ","Queen","Under Pressure - Remastered 2011",0.667,0.713,2,-7.253,1,0.0462,0.521,0,0.0734,0.526,113.521,236507,4
"001eBEwI5rclswimfiRsoi","The Who","I Can't Explain - Live",0.332,0.977,9,-5.939,1,0.138,0.0544,6.04e-06,0.887,0.347,129.021,199600,4
"3MKWTqACZYmbKmoLDBmoVt","Led Zeppelin","Communication Breakdown",0.34,0.855,2,-5.953,1,0.0629,0.00243,0.00111,0.159,0.651,92.82,181293,4
"5EbDVTTpcEa4RaDe1Jzou8","Queen","Tie Your Mother Down - Live At The Montreal Forum / November 1981",0.216,0.968,2,-3.838,1,0.112,0.000411,0.0828,0.888,0.268,147.588,232933,4
"04vwMzdNuzc3sK3mEp0fKU","Rush","Clockwork Angels - Live R40 Tour",0.203,0.929,11,-6.352,0,0.0767,3.51e-05,0.119,0.94,0.202,119.087,466282,3
"63brgJhrcNFW8ncUhM1mhG","Pink Floyd","If",0.508,0.103,6,-21.981,0,0.0293,0.918,0.618,0.108,0.196,102.977,270773,4
"47bXIv24jthL4vzZy3j7CY","Cream","Strange Brew",0.603,0.563,2,-9.932,1,0.0283,0.47,1.04e-05,0.29,0.642,106.431,166280,4
"4QzFXz0zLYh1R7GU8PFNHa","Rush","Chain Lightning - 2004 Remaster",0.662,0.854,7,-10.233,0,0.0281,0.0972,0.0206,0.277,0.52,127.737,273160,4
"4BG64Z9i4XACK6IRWmgIKO","Rush","Emotion Detector",0.403,0.913,2,-6.441,0,0.072,0.00635,0.0422,0.164,0.498,159.5,310427,4
"6cFZ4PLC19taNlpl9pbGMf","Queen","Somebody To Love",0.497,0.693,8,-7.024,1,0.0565,0.19,0,0.215,0.358,111.539,296493,3
"2qnPNuQseD2NvWo88MCVGu","Rush","Cinderella Man",0.511,0.869,2,-8.174,1,0.0652,0.0498,2.68e-06,0.355,0.569,119.874,259267,4
"7ofV2J7Ndzo2s5NBEgfpxl","Queen","The Show Must Go On - Remastered 2011",0.435,0.7,11,-7.3,0,0.0321,0.388,0,0.118,0.266,84.002,263627,4
"5QTxFnGygVM4jFQiBovmRo","Blue Öyster Cult","(Don't Fear) The Reaper",0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,308120,4
"4FNT8FWdyUHykWXy7KSMa4","Freddie Mercury","Living on My Own - Julian Raymond Album Mix",0.682,0.862,7,-7.775,1,0.0463,0.00733,0.00792,0.371,0.519,123.71,217200,4
"7nxmJPzgJZIG2dGBEV0U0G","Yes","Mood for a Day - 2003 Remaster",0.55,0.12,2,-19.917,1,0.0681,0.942,0.843,0.106,0.53,131.812,180760,3
"2FfX5MDUYVkg4MkvrB5eev","Queen","Killer Queen - Remastered 2011",0.537,0.667,10,-6.198,1,0.0493,0.362,0,0.116,0.642,117.117,179600,4
"2JOWE9Zqj4ew4AFQ7hUujs","Freddie Mercury","Barcelona",0.174,0.467,3,-7.896,1,0.0383,0.801,0.000208,0.102,0.12,174.049,265440,4
"1PZ3DwxBYzuRYXt2fpomfY","Black Sabbath","Loner",0.469,0.873,1,-3.07,1,0.0291,0.00103,0.00716,0.245,0.737,104.057,299933,4
"6CiPGcWJ3YykntxFjaaOJH","Rush","BU2B",0.336,0.944,9,-5.414,0,0.0877,0.000592,0.0314,0.164,0.384,151.564,310387,4
"14zuvr5vGgHCcGY6dc0gZQ","Queen","The Invisible Man - Remastered 2011",0.706,0.803,0,-6.937,1,0.0433,0.158,0.0113,0.31,0.585,120.008,237853,4
"7guz8LWGuiHSvp19OUxmbQ","Yes","America",0.521,0.419,5,-12.54,1,0.109,0.55,9.17e-05,0.726,0.827,159.39,297667,3
"625y4LM6vsi4oeZDdXxXW1","Queen","The Miracle - Remastered 2011",0.478,0.64,1,-5.914,1,0.0259,0.176,0,0.209,0.52,91.914,294867,4
"6UGHk2cmbDC1oidVjXcCKo","Rush","Red Barchetta",0.528,0.921,2,-7.64,1,0.0524,0.0174,0.000186,0.0472,0.298,144.368,370427,4
"2w4etd9ghamWZUqpk1uINX","Queen","Somebody To Love - Live At The Montreal Forum / November 1981",0.384,0.886,8,-5.106,1,0.133,0.0199,3.48e-06,0.887,0.306,116.216,473307,3
"5xAWsRDWBaEv0aFsAAqJBD","Led Zeppelin","Black Dog - Live: O2 Arena, London - December 10, 2007",0.202,0.847,7,-9.943,1,0.0834,0.00018,0.0176,0.994,0.471,168.3,353400,4
"6CQY6C0cgxLxReIjjJat9H","Rush","Losing It - Live R40 Tour",0.254,0.713,3,-6.573,0,0.0468,0.0127,0.00871,0.933,0.289,133.668,373192,4
"4PnXLrmANSl7fqz3Oc9BLZ","Queen","Under Pressure - Live At The Montreal Forum / November 1981",0.464,0.946,2,-4.364,1,0.0701,0.00153,0.000665,0.983,0.204,115.191,230120,4
"6yeEVDX3LvPWv02rgl0wR1","Rush","Distant Early Warning - Live R40 Tour",0.358,0.905,0,-6.845,1,0.0392,0.000102,0.0809,0.378,0.562,146.046,324483,4
"0ylE7gAbnYkkzt8LhyZdoT","Led Zeppelin","Hey, Hey, What Can I Do",0.291,0.948,2,-4.517,1,0.101,0.082,0.0117,0.968,0.577,161.473,210707,4
"4QULNfm0fGOq1x7Z6ufi0O","Blue Öyster Cult","Fight",0.673,0.771,9,-5.789,0,0.0358,0.0225,0.00463,0.0792,0.491,119.91,192411,4
"6whwADq73Zqp7tE7HCRzvZ","Queen","Hammer To Fall - Remastered 2011",0.428,0.787,9,-4.998,1,0.0849,0.315,2.03e-05,0.124,0.523,128.582,218320,4
"341PPpWkAUkEQeIdQQDGTo","Rush","Jacob's Ladder",0.387,0.623,2,-8.812,1,0.0342,0.148,0.111,0.0944,0.138,120.705,447067,5
"6fBVFj2Bg9mo4AsPgsDHYw","Rush","Ghost Rider",0.49,0.894,9,-6.657,0,0.0342,0.000181,0.0157,0.0798,0.54,130.017,340651,4
"3IKJNHnVZ2bXGjAFBJiUYo","Black Sabbath","God Is Dead?",0.379,0.726,3,-4.935,0,0.0332,0.000193,0.00266,0.0578,0.178,120.012,532267,4
"4OtN2WCLiCyGPYnx0AErYC","Rush","The Pass (Live on Clockwork Angels Tour)",0.425,0.918,10,-3.942,1,0.0419,0.0409,0.00233,0.963,0.59,114.744,303067,4
"4Vtl42qX97JBj68TKifBHR","The Who","Bargain",0.452,0.888,3,-7.994,1,0.054,0.0169,0.00341,0.17,0.336,133.883,333587,4
"4ssrDczLOdo1veDL3LgHwI","Rush","Need Some Love",0.516,0.922,9,-7.764,1,0.0515,0.00474,4.18e-05,0.173,0.882,99.93,139640,4
"6drHXrgfLNYOJilS6FXeNr","Rush","Half the World",0.477,0.874,7,-5.432,1,0.0332,0.000132,0.102,0.146,0.688,95.056,222800,4
"6Zg8T6yQ2Q0QJuu2UQHd4Q","Rush","Secret Touch - Snakes & Arrows Live Version",0.229,0.942,9,-3.843,1,0.0656,0.000191,0.0197,0.996,0.201,130.725,449053,4
"2BlPpQDClWGXuYttAmQcBY","Rush","Different Strings",0.748,0.394,7,-10.35,1,0.0344,0.434,2.95e-05,0.0633,0.255,126.741,229067,4
"1opdpazdsiE6wC5rf3m8PT","Rush","The Big Money - Rio Live",0.172,0.951,2,-6.691,1,0.0614,9.42e-06,0.829,0.97,0.346,143.679,363067,4
"2O1tCUkthqO7SWpXdDnp2T","The Who","The Punk And The Godfather",0.478,0.812,2,-8.368,1,0.0754,0.0512,0.000104,0.0902,0.387,125.652,310933,4
"5bfOSF1W6pwpnTFBxxhger","Rush","The Seeker",0.37,0.859,2,-3.912,1,0.0392,0.00075,0,0.18,0.565,86.74,204933,4
"5iR2mMuvTlUDbWM0fEMfEJ","Rush","Everyday Glory - 2004 Remaster",0.586,0.829,7,-6.565,1,0.0298,0.000154,4.5e-05,0.285,0.668,119.994,311347,4
"1q8VMNy2RTTl7dZhVIU6hk","Rush","Here Again",0.471,0.493,9,-10.465,1,0.0319,0.0941,0.0263,0.103,0.537,96.786,454560,4
"4UbZmqYEzT5vn4UrPzAHu9","Rush","Middletown Dreams",0.55,0.89,9,-6.977,0,0.0587,0.0142,8.49e-05,0.311,0.532,139.448,315373,4
"0NZ90au4uU11IkvReTOGYJ","Queen","Fat Bottomed Girls",0.431,0.498,2,-12.243,1,0.0385,0.0371,0,0.31,0.508,87.456,204493,4
"2P0x26YpGzXDddtQEc171e","Rush","Marathon",0.441,0.937,11,-6.361,1,0.0631,0.00675,0.0203,0.805,0.471,156.559,369533,4
"2XbcujvemK0hGh0Ob4HAXQ","Queen","Bohemian Rhapsody - Live At Wembley Stadium / July 1986",0.206,0.94,3,-3.972,1,0.156,0.55,5.2e-05,0.926,0.276,72.183,350573,4
"0aym2LBJBk9DAYuHHutrIl","The Beatles","Hey Jude - Remastered 2015",0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,425653,4
"6hvpwZPS3x3XSv57qYWiUR","Queen","Killer Queen",0.388,0.453,4,-7.908,0,0.0558,0.522,0,0.277,0.0913,176.228,264748,4
"2Bv7w9O6JsNmCstAXxurNi","Rush","Red Lenses",0.572,0.853,1,-8.593,1,0.0346,0.00343,0.16,0.141,0.592,123.801,281840,4
"0fH5JH6nF13GqegSQvG0uX","Blue Öyster Cult","Tainted Blood",0.382,0.796,6,-4.449,0,0.0349,0.00413,0,0.0841,0.555,76.054,257655,4
"1x1ENkGjxgRG3nmfEnS2XJ","Yes","Roundabout - Early Rough Mix",0.427,0.674,4,-9.759,0,0.0563,0.154,0.0824,0.114,0.329,132.784,515133,4
"3OXc6xDxasnl4uj2jl1q4Y","Blue Öyster Cult","Fire of Unknown Origin",0.565,0.603,4,-9.533,1,0.0287,0.0612,0.00144,0.0666,0.489,126.984,251440,4
"5geV4ZJrvcQtbKIixrnwB6","Yes","Five per Cent for Nothing - 2003 Remaster",0.718,0.895,10,-9.918,0,0.0806,0.00516,0.865,0.171,0.94,114.373,35533,4
"7gqmwUh6nk9KFyjAPifJlj","Led Zeppelin","Friends",0.295,0.128,7,-17.719,1,0.0346,0.818,0.943,0.0997,0.0371,137.737,340000,4
"0TfPS1dhsUTGISdvXAoPES","Rush","Presto - 2004 Remaster",0.696,0.562,0,-11.229,1,0.0248,0.00701,0.00626,0.0775,0.538,111.79,345587,4
"3Szho175dsJo76urI0OxEO","Rush","Nobody's Hero - 2004 Remaster",0.261,0.795,5,-6.378,1,0.0381,0.00123,5.1e-05,0.16,0.488,99.762,294600,4
"0q6kL6JEfoGbozD1rjG7NY","Rush","Mission",0.493,0.856,2,-7.956,1,0.0505,0.0896,0.00151,0.199,0.337,140.13,315707,4
"5pj6dyHx3qrmag2O9Y1ZG5","Queen","Let Me In Your Heart Again - William Orbit Mix",0.543,0.619,7,-5.951,1,0.0294,0.0712,0.00297,0.418,0.261,94.974,401766,4
"5xcqZjb4sBzLbU88eCPtj9","Rush","Workin' Them Angels - Live in Cleveland",0.36,0.934,2,-3.727,1,0.0402,0.00208,0,0.779,0.371,89.96,284320,4
"0RgoYqO4DqiLakL7gEX8Pl","Rush","Malignant Narcissism (De Slagwerker) - Snakes & Arrows Live Version",0.405,0.951,1,-7.458,0,0.179,0.00327,0.666,0.99,0.136,107.605,641987,4
"1ehPqWM0jyWgJ3XIVnpvhW","Queen","Save Me - Live At The Montreal Forum / November 1981",0.345,0.694,7,-5.315,1,0.0437,0.024,3.58e-05,0.94,0.258,82.623,254733,4
"0BlY6gmEradqgbFf5uGbAG","Yes","And You and I",0.392,0.427,9,-10.613,1,0.0332,0.214,0.000136,0.077,0.244,78.467,608573,3
"4KF1kzyeyPrgafyVm2UgQg","Led Zeppelin","Nobody's Fault but Mine - Remaster",0.278,0.767,9,-9.454,1,0.0736,0.0571,0.167,0.221,0.439,93.236,388787,4
"7f0mxDL2Au3hLvhtUe4l7L","Rush","The Color of Right",0.519,0.889,7,-5.504,1,0.0418,0.000274,0.00663,0.143,0.309,120.076,288640,4
"1Bey85529sRbLZHMLsrhAd","Yes","South Side of the Sky - 2003 Remaster",0.268,0.797,7,-10.433,1,0.0784,0.138,0.634,0.596,0.188,80.788,478067,4
"0E70jrvuv9CkmjiQ2bcZLJ","Rush","Summertime Blues",0.284,0.795,9,-4.986,1,0.0609,0.000141,9.91e-05,0.0509,0.628,124.321,230733,4
"1hNIb1XdqTfcanT6yr9l4k","Blue Öyster Cult","Career of Evil",0.585,0.849,7,-5.796,1,0.0386,0.0552,0.000539,0.146,0.685,131.748,239147,4
"74IbfPi8ahQyDTVRqdbwmk","Rush","Limelight - Rio Live",0.314,0.917,4,-7.044,1,0.0463,9.49e-06,0.841,0.98,0.78,130.826,269080,4
"5u99eyhU43QoLeXXG6caoL","Queen","Seven Seas Of Rhye - Remastered 2011",0.339,0.899,2,-6.096,1,0.0986,0.115,0.00546,0.304,0.444,125.993,167027,4
"5rQKjP9forn7JVuiZBj6eZ","Queen","Bicycle Race",0.385,0.555,10,-10.694,0,0.105,0.0624,0,0.0298,0.69,168.164,182000,4
"1zS3nK868x59ewPAzXat4y","Rush","Afterimage",0.453,0.832,0,-7.642,1,0.0335,0.000379,0.0598,0.323,0.537,151.97,303640,4
"3ET8TZWF5sP4SPfJK1lKun","Cream","Strange Brew",0.62,0.398,2,-15.676,1,0.0303,0.556,6.91e-06,0.273,0.677,106.265,166600,4
"0IQyuH6r2C2rRHZqp3wiwZ","Rush","Cut to the Chase",0.544,0.948,9,-6.01,1,0.0452,0.000159,0.00942,0.115,0.501,110.035,288867,4
"2fsFnXtYfu3xkz9QXj1pZs","Rush","Bastille Day",0.414,0.737,7,-8.662,1,0.0478,0.344,0.00172,0.67,0.75,100.12,277133,4
"2K0tmrLNQFWAPFXdxOmHn8","Rush","Headlong Flight",0.429,0.962,4,-5.178,0,0.0673,1.76e-05,0.261,0.0686,0.285,89.956,440480,4
"41V50mCQUR8JJmbZ66Mnv5","Led Zeppelin","The Song Remains the Same - Live: O2 Arena, London - December 10, 2007",0.245,0.898,0,-9.364,0,0.0599,4.53e-06,0.44,0.687,0.503,144.215,346787,4
"3jAeWEJMVGa7dhEGI5Lw8o","Rush","Dreamline - R30 Live Version",0.3,0.961,9,-2.813,1,0.0863,0.00276,0.444,0.985,0.485,149.03,320293,4
"2C6qF7xPEDxFDM90wAmK0N","Rush","Bravado - Live",0.233,0.921,7,-4.379,1,0.0503,0.000184,0.137,0.985,0.178,110.85,346427,4
"2tUgNKpW5Y3IkH2HXKG85d","Queen","Innuendo - Remastered 2011",0.271,0.725,1,-6.24,1,0.0468,0.182,0.00184,0.199,0.206,149.154,388293,4
"6uCZCIiQRt62b6VVpE8bEB","Rush","Force Ten (Live on Clockwork Angels Tour)",0.156,0.975,7,-4.132,1,0.13,0.0265,0.199,0.963,0.135,163.402,335427,4
"5UdShl12E6eHEgS8lQ1bPr","Led Zeppelin","All My Love - Remaster",0.552,0.791,7,-8.356,1,0.0303,0.123,1.42e-05,0.162,0.698,91.2,355893,4
"1udmPvJoBnqitbeYKKc9mc","Black Sabbath","Black Sabbath",0.344,0.449,2,-13.887,1,0.0421,0.0493,0.0278,0.322,0.123,132.809,377280,4
"3S85xBIZaDQG12CmwiOtrn","Queen","God Save The Queen - Live At The Montreal Forum / November 1981",0.208,0.861,7,-8.317,1,0.121,0.262,0.78,0.982,0.292,102.453,87507,4
"0LPMWPwCHrIorXSdpnPVyv","Queen","Don't Stop Me Now - Remastered 2011",0.567,0.803,5,-7.345,1,0.128,0.0336,0.000164,0.728,0.661,156.395,209653,4
"4CyElmiM9EF9aURGWlPZLi","Rush","La Villa Strangiato",0.366,0.606,0,-10.274,1,0.0371,0.000994,0.58,0.0762,0.137,143.183,574733,4
"28FBXPS2VWWvp6eMU6JL3o","David Bowie","Starman",0.393,0.306,5,-12.138,1,0.03,0.943,0.924,0.0992,0.0766,108.033,238013,4
"6XEe0KctR5H9ll1HMQrBZr","Blue Öyster Cult","Florida Man",0.661,0.681,9,-5.728,0,0.0268,0.00569,0.00132,0.187,0.669,122.059,248635,4
"3JFelI2nxxYJWiW7tymHrG","Rush","Animate - Live R40 Tour",0.32,0.903,2,-5.922,1,0.0475,0.000125,0.298,0.675,0.387,115.783,375034,4
"70gbuMqwNBE2Y5rkQJE9By","Led Zeppelin","Going to California - Remaster",0.503,0.265,2,-15.913,1,0.0333,0.943,0.045,0.0867,0.522,78.044,212161,4
"2KsnSzoJlmfT44jFOqRP1E","Blue Öyster Cult","Screams",0.416,0.786,4,-9.009,0,0.0806,0.326,0.0143,0.224,0.493,149.356,190133,4
"1vD5AvQg8Mf2Me0McsuUR2","Queen","I'm Going Slightly Mad - Remastered 2011",0.639,0.83,9,-6.322,0,0.0544,0.583,1.38e-05,0.189,0.299,115.64,262933,4
"5Nd7D67aFokhjPCWxPdcA6","Black Sabbath","Wicked World",0.299,0.546,9,-12.162,0,0.0767,0.00138,0.354,0.203,0.57,168.553,283147,3
"7jVe2goPxC3aDq6BRgqPMo","Blue Öyster Cult","Edge of the World",0.548,0.797,9,-4.968,0,0.0254,0.00654,0.000228,0.145,0.454,92.008,292326,4
"2uxsnsH0XzOBZkMrSFVmll","Cream","Born Under A Bad Sign",0.476,0.504,0,-14.532,1,0.0282,0.295,0.000153,0.256,0.947,183.057,189440,4
"1xD8LOLKZTBWp7SXQrUANX","Queen","Cool Cat",0.822,0.335,1,-12.71,0,0.127,0.325,0.000957,0.201,0.9,73.77,209027,4
"2R8xlQtomjh07jgexGp6rJ","Queen","Now I'm Here",0.562,0.546,9,-13.895,1,0.0472,0.984,0.917,0.106,0.196,134.995,248456,4
"4WW7Uaek3bzeODiZhE3PSK","Rush","Caravan",0.509,0.917,9,-5.469,0,0.0437,0.000582,0.00413,0.697,0.523,126.79,339800,4
"24RHOdxEB3yOwVvoG3wdd7","Rush","Limbo - 2004 Remaster",0.508,0.914,4,-6.127,0,0.0569,2.62e-05,0.784,0.383,0.443,120.184,329027,4
"20tTHycMGXBlar5C0sOw0H","Queen","It's Late",0.292,0.555,9,-8.781,1,0.0438,0.268,1.62e-05,0.0764,0.587,182.124,386267,4
